Name,Address,Zipcode,Phone,Email,Latitude,Longitude,city,country,email
Halfords Warrington Hawleys Lane 0758,Unit 1A Riverside Retail Park,WA1 2GZ,+44 1925411595,,53.3861693,-2.5885682,Warrington,United Kingdom,general.0758-warringtonhawleyslane@halfords-stores.co.uk
Halfords Crewe 0597,4 Grand Junction Way,CW1 2RP,+44 1270586652,,53.0951484,-2.4361536,Crewe,United Kingdom,general.0597-crewe@halfords-stores.co.uk
Halfords Ashford 0387,Unit 2 Gallagher Retail Park,TN23 7DH,+44 1233667320,,51.1354092,0.8683202,Ashford,United Kingdom,general.0387-ashford@halfords-stores.co.uk
Halfords Cardiff Newport Road 0801,503 Newport Road,CF23 9AD,+44 2920383535,,51.4973672,-3.1446671,Cardiff,United Kingdom,general.0801-cardiffnewportrd@halfords-stores.co.uk
Halfords Guildford 0763,Unit 4 Ladymead Retail Park,GU1 1AJ,+44 1483304475,,51.2482756,-0.5794252,Guildford,United Kingdom,general.0763-guildford@halfords-stores.co.uk
Halfords Aylesbury 0529,Unit 4 Bicester Road,HP19 8BU,+44 1296399010,,51.8241282,-0.8390571,Aylesbury,United Kingdom,general.0529-aylesbury@halfords-stores.co.uk
Halfords Ipswich Euro Retail Park 0393,Unit 3 Euro Retail Park,IP3 9SN,+44 1472325470,,52.03318,1.18739,Ipswich,United Kingdom,general.0393-ipswicheuropark@halfords-stores.co.uk
Halfords Aberdeen Kitty Brewster 0718,Unit 1 Bedford Road,AB24 3LJ,+44 1223495496,,57.1607062,-2.1132698,Aberdeen,United Kingdom,general.0718-aberdeenkittybrewster@halfords-stores.co.uk
Halfords Liverpool Edge Lane 0782,491-499 Edge Lane,L13 1AA,+44 1512305570,,53.4103585,-2.9243062,Liverpool,United Kingdom,general.0782-liverpooledgelane@halfords-stores.co.uk
Halfords Bedford 0887,St. Johns Estate,MK42 0XE,+44 1234262212,,52.1303375,-0.4632109,Bedford,United Kingdom,general.0887-bedford@halfords-stores.co.uk
Halfords Peterborough 0822,Mallory Road,PE1 5AU,+44 1733561357,,52.574794,-0.2241313,Peterborough,United Kingdom,general.0822-peterborough@halfords-stores.co.uk
Halfords Shirley (Solihull) 0857,Unit 8 Chalford Way,B90 4LD,+44 1217333686,,52.4003163,-1.8196328,Birmingham,United Kingdom,general.0857-shirley@halfords-stores.co.uk
Halfords Newtownabbey (NI) 0688,Unit 4 Valley Retail Park,BT36 7LP,+44 2890860934,,54.6610966,-5.9269094,Newtownabbey,United Kingdom,general.0688-newtownabbey@halfords-stores.co.uk
Halfords Tamworth 0727,Unit 2 Ventura Shopping Centre,B78 3HB,+44 4182762611,,52.6275733,-1.7036245,Tamworth,United Kingdom,general.0727-tamworth@halfords-stores.co.uk
Halfords Derby 0709,Unit 7 Wyvern Way,DE21 6NZ,+44 1332280700,,52.9174458,-1.4393403,Derby,United Kingdom,general.0709-derbywyvern@halfords-stores.co.uk
Halfords Slough 0800,380 Bath Road,SL1 6JA,+44 1628603312,,51.5206512,-0.644201,Slough,United Kingdom,general.0800-slough@halfords-stores.co.uk
Halfords Dundee 0824,Unit 3 Kingsway West,DD3 8RX,+44 1381832074,,56.4815464,-2.9992408,Dundee,United Kingdom,general.0824-dundee@halfords-stores.co.uk
Halfords Southampton Hedge End 0766,Units 10-12 Hedge End Trade Park,SO30 2JN,+44 1489773840,,50.9236025,-1.3135765,Southampton,United Kingdom,general.0766-southamptonhe@halfords-stores.co.uk
Halfords Kings Lynn 0747,Unit 2 Campbells Meadow,PE30 4YN,+44 1553692688,,52.740525,0.4066846,Kings Lynn,United Kingdom,general.0747-kingslynn@halfords-stores.co.uk
Halfords Stockton On Tees 0784,Bridge Road,TS18 3AY,+44 1642672883,,54.5590329,-1.3127192,Stockton,United Kingdom,general.0784-stockton@halfords-stores.co.uk
Halfords Braintree 0708,Unit 10 Chapel Hill Retail Park,CM77 8YH,+44 1376550993,,51.8684234,0.5702207,Braintree,United Kingdom,general.0708-braintree@halfords-stores.co.uk
Halfords Crawley 0757,Unit 4b County Oak Retail Park,RH11 7XN,+44 1293586280,,51.1333652,-0.1896916,Crawley,United Kingdom,general.0757-crawley@halfords-stores.co.uk
Fietsen Wildiers Hasselt,Heidestraat 6,3500,+32 11821116,,50.94213,5.36088,Hasselt,Belgium,hasselt@fietsenwildiers.be
En Selle Marcel Paris Les Halles - Montorgueil,40 rue Tiquetonne,75002,+33 144540646,,48.8653,2.34755,Paris,France,tiquetonne@ensellemarcel.com
Velorution Chelsea,325 Kings Road London,SW3 5E,+44 71485555,,51.4838777,-0.1778566,London,United Kingdom,chelsea@velorution.com
Evans Cycles Bristol,Lewins Mead,BS1 2PY,+44 3439092071,,51.4575115,-2.5945326,Bristol,United Kingdom,manager.bristolev@evanscycles.com
Evans Cycles Kingston upon Thames,48 Richmond Rd,KT2 5EE,+44 3439092097,,51.41439,-0.30055,Kingston upon Thames,United Kingdom,manager.kingstonev@evanscycles.com
Evans Cycles Nottingham,20-22 Maid Marian Way,NG1 6HS,+44 3439092114,,52.9525324,-1.1562881,Nottingham,United Kingdom,manager.nottinghamev@evanscycles.com
Evans Cycles Chelmsford,Unit 5 Army and Navy,CM2 7GY,+44 3439092077,,51.72675,0.48094,Chelmsford,United Kingdom,manager.chelmsfordev@evanscycles.com
Evans Cycles Cardiff,Dumfries Place,CF10 3FN,+44 3439092074,,51.4838797,-3.1741426,Cardiff,United Kingdom,manager.cardiffev@evanscycles.com
Evans Cycles Maidstone,2 Tonbridge Rd,ME16 8RP,+44 3439092106,,51.2713104,0.5132629,Maidstone,United Kingdom,manager.maidstoneev@evanscycles.com
Evans Cycles Cheltenham,Kingsditch Retail Park P4,GL51 9PG,+44 3439092078,,51.9156,-2.09655,Cheltenham,United Kingdom,manager.cheltenhamev@evanscycles.com
Evans Cycles Norwich,Westlegate House,NR1 3LR,+44 3439092112,,52.6258632,1.2951124,Norwich,United Kingdom,manager.norwichev@evanscycles.com
Evans Cycles Plymouth,55-57 New George Street,PL1 1RJ,+44 3439092190,,50.36342,-4.14756,Plymouth,United Kingdom,manager.plymouthgeorgeev@evanscycles.com
Evans Cycles Maidenhead,Unit 7 The Bishop Centre Bath Rd,SL6 0NX,+44 3439092105,,51.5222395,-0.6828388,Maidenhead,United Kingdom,manager.maidenheadev@evanscycles.com
Evans Cycles Leicester,Unit 5 Haymarket Shopping Centre,LE1 3PH,+44 3439092365,,52.6390647,-1.1407221,Leicester,United Kingdom,manager.leicesterhayev@evanscycles.com
Evans Cycles Chester,Unit 1 Boughton Tarvin Road,CH3 5AF,+44 3439092079,,53.1923754,-2.8789862,Chester,United Kingdom,manager.chesterev@evanscycles.com
Evans Cycles Sheffield,Unit 2 164-170 Queens Rd,S2 4DH,+44 3439092118,,53.3709414,-1.4641514,Sheffield,United Kingdom,manager.sheffieldev@evanscycles.com
Evans Cycles Gateshead,Unit 2 Allison Court,NE11 9YS,+44 3439092087,,54.957111,-1.676641,Gateshead,United Kingdom,manager.gatesheadev@evanscycles.com
Evans Cycles Aberdeen,Unit B 57 Union Street,AB11 5BJ,+44 3439092066,,57.174076,-2.148459,Aberdeen,United Kingdom,manager.aberdeenev@evanscycles.com
Evans Cycles York,3 Monks Cross Shopping Park,YO32 9JR,+44 3439092127,,53.9865,-1.0461,York,United Kingdom,manager.yorkev@evanscycles.com
Evans Cycles Braehead,Unit 5 Soar intu,PA4 8XQ,+44 3439092068,,55.87889,-4.37227,Glasgow,United Kingdom,manager.braeheadev@evanscycles.com
Evans Cycles Castleford,11a Xscape,WF10 4TA,+44 3439092075,,53.70969,-1.34248,Castleford,United Kingdom,manager.castlefordev@evanscycles.com
Evans Cycles East Dulwich,43A East Dulwich Road,SE22 9AN,+44 3439092084,,51.4611222,-0.0726198,London,United Kingdom,manager.eastdulwichev@evanscycles.com
Bonnet Bikes & More,Heinsiuslaan 15A,2353TJ,+31 717855982,,52.16308,4.53409,Leiderdorp,Netherlands,info@bikes-more.nl
Evans Cycles Leamington Spa,118-120 Warwick Street,CV32 4QY,+44 3439092099,,52.292195,-1.532447,Leamington Spa,United Kingdom,manager.leamingtonspaev@evanscycles.com
Evans Cycles Preston,Unit 1 North Rd,PR1 1NQ,+44 3439092116,,53.76721,-2.70316,Preston,United Kingdom,manager.prestonev@evanscycles.com
Evans Cycles Glasgow Fort,50 Auchinlea Way,G34 9JJ,+44 3439092174,,55.868102,-4.127315,Glasgow,United Kingdom,manager.glasgowfortev@evanscycles.com
Evans Cycles Manchester Deansgate,201 Deansgate,M3 3NW,+44 3439092108,,53.4785097,-2.2496915,Manchester,United Kingdom,manager.deansgateev@evanscycles.com
Evans Cycles Mortimer Street,62 Mortimer street,W1W 7RR,+44 3439092124,,51.517867,-0.141245,London,United Kingdom,manager.westendev@evanscycles.com
Balfe's Bikes - Reigate,43 Bell Street,RH2 7AQ,+44 1737242163,,51.23641028,-0.204795627,Reigate,United Kingdom,reigate@balfesbikes.co.uk
Halfords Chester 0808,Unit 27 Greyhound Retail Park,CH1 4QG,+44 1244390707,,53.19711887,-2.913361788,Chester,United Kingdom,general.0808-chester@halfords-stores.co.uk
Bike_id,Via Duchessa Jolanda 7/C,10138,+39 0110206297,,45.0731857,7.6643114,Torino,Italy,info@bikeidentity.it
Scavezzon,Via della Vittoria 141,30035,+39 0415703092,,45.4935788,12.1245602,Mirano,Italy,info@scavezzon.com
BCT,"Piazza Grecia, 29/35",196,+39 0645449234,,41.9336018,12.4741622,Roma,Italy,info@bctroma.it
La Stazione delle Biciclette -  Barona,Via Ettore Ponti 21,20143,+39 0289056878,,45.44247,9.15694,Milano,Italy,pigi@lastazionedellebiciclette.com
La Stazione delle Biciclette - Corso Lodi,"Corso Lodi, 66",20143,+39 0255603730,,45.44427,9.21508,Milano,Italy,info@lastazionedellebiciclette.com
La Vita e Velo ,LVEV - Universitate București,30044,+40 757114444,,44.4647372,26.084143,Bucharest,Romania,office@lavitaevelo.ro
ZTL bici,Via Val di Lanzo 151/153,141,+39 0688327105,,41.94433,12.520814,Roma,Italy,info@ztl-bici.it
Florence by Bike,"Via San Zanobi, 54r",50129,+39 055488992,,43.7794314,11.2556961,Florence,Italy,info@florencebybike.it
Sportler Bike Peschiera,"Località Mandella, 12",37019,+39 0458531648,,45.4332303,10.7064329,Peschiera del Garda,Italy,officina141@sportler.com
SPORTLER FLAGSHIP STORE BOLZANO,Portici 1,39100,+39 0471977719,,46.4996114,11.3562722,Bolzano,Italy,verkauf.sportler1.officina@sportler.com
Mi-Wheels,Piazza San Materno 18,20131,+39 0291639583,,45.488777,9.2279959,Milano,Italy,info@mi-wheels.com
Milano Cicli,Corso Novara 86,80143,+39 081200832,,40.8563309,14.2712797,Napoli,Italy,negozio@milanocicli.it
I Meccanici,Via Bufalini 18a,47921,+39 0541784754,,44.058069,12.5704912,Rimini,Italy,info@imeccanicirimini.it
Cicli Papini,Lungarno Pacinotti 19/20,56126,+39 050580586,,43.7166205,10.400767,Pisa,Italy,ciclipapini@inwind.it
Bikefellas,Via Giuseppe Gaudenzi 6,24128,+39 0350171908,,45.6894239,9.6558745,Bergamo,Italy,fatturebikefellas@gmail.com
No Work Team Srl,Viale Francesco Baracca 13,28041,+39 032244974,,45.75363,8.56219,Arona,Italy,loretta@noworkteam.it
Il Gatto con I Pedali,Via Piero Gobetti 125,65121,+39 0852122736,,42.46733,14.2157345,Pescara,Italy,salvo@ilgattoconipedali.it
Zio Bici,Via Adriano Balbi 2C,176,+39 693574093,,41.8862589,12.5318991,Roma,Italy,andrea@ziobici.it
Halfords Plymouth Marsh Mills Retail Park 0702,Unit D Marsh Mills Retail Park,PL6 8LX,+44 1751224006,,50.39380835,-4.088186912,Plymouth,United Kingdom,general.0702-plymouth@halfords-stores.co.uk
Bike Republic Sint-Pieters-Leeuw,Bergensesteenweg 734,1600,+32 33778389,,50.76252,4.25115,Sint-Pieters-Leeuw,Belgium,sintpietersleeuw@bikerepublic.be
En Selle Marcel PARIS CHAMPS ÉLYSÉES,29 rue de Berri,75008,+33 153750627,,48.87415,2.30567,Paris,France,berri@ensellemarcel.com
La maison du velo,Milcampslaan 235,1030,+32 27420745,,50.85417,4.39626,Bruxelles,Belgium,info@lamaisonduvelo.be
ファン ライド シクロ ヤマグチ,大町2－15－40,青葉区,022-223-1618,,38.261222,140.865709,仙台市,Japan,no_reply@brompton.com
Y's Road・池袋本館,東京都豊島区東池袋　1－27－8 池袋原ビル1Ｆ＆3F,1－27－8,03-5992-4070,,35.729278,139.716621,豊島区,Japan,no_reply@brompton.co.uk
Woodz Hair,Via Caraglio 5,12100,+39 3480374137,,44.3915179,7.5492467,Cuneo,Italy,woodz.hair@gmail.com
Mountain Mania Cycles - Tring,4-10 Miswell Lane,HP23 4BX,1442822458,,51.7913746,-0.669683,Tring,United Kingdom,tring@mountainmaniacycles.co.uk
Jour de Vélo - Paris,33 Boulevard des Batignoles,75008,+33 975383069,,48.8763,2.3183,Paris,France,olivier@jourdevelo.fr
One Bike Shop,Senayan Trade Center Lower Ground No. 11-12,10270,+62 2157931993,,-6.227696489,106.7992185,Jakarta,Indonesia,onebikeshop@gmail.com
Fietsen Gaethofs,Nieuwstraat 39/50b,3600,+32 89352450,,50.96200618,5.497961469,Genk,Belgium,genk@gaethofs.be
Les Velos de Victor,30 rue Bretonnaise,49300,+33 0241710258,,47.06157341,-0.882858873,Cholet,France,contact@lesvelosdevictor.fr
Powerstation Electric Bikes,25 Kingsway,PR8 1ND,+44 1704510850,,53.645886,-3.012279,Southport,United Kingdom,customerservice@powerstation-ebikes.co.uk
Top Jet T/as Highway Cycles,Great Northern Works,SG14 1QN,+44 1992536007,,51.7990541,-0.0833278,Hertford,United Kingdom,hertford@highwaycycles.co.uk
Gran Bike Torino,Corso Moncalieri 11,10131,+39 01119947205,,45.0595149,7.6952603,Torino,Italy,abbigliamento@granbike.com
Fahrrad Pur - Gernot Mohr,Schlachthausstraße 8,6850,+43 557231440,,47.417856,9.7368608,Dornbirn,Austria,info@fahrradpur.at
2radtreff Huber,Breitenfurter Straße 270,1230,+43 18696375,,48.1444516,16.2932234,Wien,Austria,office@2radtreff.at
Grundtner GmbH,Metzgergasse 2,5400,+43 6245804930,,47.6815601,13.0949667,Hallein,Austria,grundtner@grundtner.com
Bike Arena Bender Fahrradhaus Bender GmbH,Koepffstr. 7-13,74076,+49 713196150,,49.155043,9.215953,Heilbronn,Germany,service@bikearena-bender.de
Bike Department Ost,Karl-Liebknecht Str. 31,4107,+49 3416893334,,51.327531,12.374311,Leipzig,Germany,kontakt@bdoleipzig.de
Arno's Bikestore,Kölner Str. 444,41468,+49 21312911218,,51.18201,6.72689,Neuss,Germany,info@arnos-bikestore.de
BOXBIKE Inh. Patrick Möller,Prenzlauer Allee 206,10405,+49 3060981861,,52.537522,13.422829,Berlin,Germany,shop@boxbike.de
The Urban Mobility Store Inh. Wil Röttgen,Kolonnenstr. 61,10827,+49 1631615599,,52.486565,13.359463,Berlin,Germany,mail@theurbanmobilitystore.com
Die Radgeber Ehrhardt & Schleifenbaum GbR,Christofsstr. 5,55116,+49 6131372444,,50.001988,8.27164,Mainz,Germany,einkauf@die-radgeber.de
Das kleine Radhaus Zweirad GmbH,Bahnhofstr. 55-57,69115,+49 6221183727,,49.405144,8.686071,Heidelberg,Germany,info@kleine-radhaus.de
Velocity Braunschweig GmbH,Kurt-Schumacher-Str. 8-14,38102,+49 53112311820,,52.254448,10.535883,Braunschweig,Germany,radhaus@velocity-bs.de
Velo-Radsport GmbH,Ottilienstraße 9,90461,+49 911473611,,49.4414326,11.0917709,Nürnberg,Germany,info@velo-radsport.com
DRABIM KG,Schnewlinstr. 5,79098,+49 7612927670,,47.99456,7.840213,Freiburg,Germany,info@radgeber-freiburg.de
Velocity Stahlroß Fahrradladen GmbH,Belderberg 18,53111,+49 2289813660,,50.736326,7.104453,Bonn,Germany,info@velo-city.de
Velo Voss GmbH,Lange Geismar-Str. 72-73,37073,+49 551484236,,51.532073,9.939929,Göttingen,Germany,info@velovoss.de
Velowelt-Leipzig,Täubchenweg 84,4317,+49 34124689032,,51.335809,12.406225,Leipzig,Germany,info@velowelt-leipzig.de
Drahtesel GmbH Inh. Raimund Gerwing,Servatiiplatz 7,48143,+49 251511228,,51.9600738,7.6345773,Münster,Germany,team@drahtesel-muenster.de
Engelhorn sports GmbH,Fabrikstationstrasse 40,68161,+49 6211672217,,49.467607,8.490303,Mannheim,Germany,biking@engelhorn.de
Dynamo Fahrradhandelsges mbH,Goschenstr. 69,31134,+49 5121132397,,52.147029,9.955023,Hildesheim,Germany,info@dynamo-fahrradideen.de
Velophil Fahrradhandel GmbH,Alt-Moabit 72,10555,+49 3039902116,,52.524003,13.332275,Berlin,Germany,team@velophil.de
Extratour GmbH Fahrräder & Zubehör,Schwabentorring 12,79098,+49 761286733,,47.99132,7.854141,Freiburg,Germany,pp@extratour-freiburg.de
Zweirad-Center Rademacher GmbH,Ziegenmarkt 9,19055,+49 3855507224,,53.632113,11.420387,Schwerin,Germany,mail@rademacher.world
Zweirad Sebold,Duisburger Str. 147,45479,+49 208425232,,51.426798,6.859274,Mülheim an der Ruhr,Germany,info@zweirad-sebold.de
Fahrrad XXL - Meinhövel GmbH,Mühlenstr. 35,45894,+49 209930790,,51.585804,7.048223,Gelsenkirchen,Germany,info@fahrradxxl-meinhoevel.de
Fahrrad Dulsberg,Straßburger Str. 9-11,22049,+49 40612280,,53.580751,10.059726,Hamburg,Germany,info@fahrrad-dulsberg.de
Fahrrad XXL Kalker GmbH,Oderstr. 3,67071,+49 6215790991,,49.488597,8.352784,Ludwigshafen,Germany,info.lh@fahrrad-xxl.de
Faltradritter Thomas Inderka,Ritterstrasse 3,50668,+49 2218010729,,50.9465798,6.9526595,Köln,Germany,info@faltradritter.de
Fahrradcafé GmbH,Asternstr. 2,30167,+49 51145014270,,52.385471,9.724061,Hannover,Germany,post@fahrradcafe.de
Fahrrad-XXL - Feld GmbH,Einsteinstr. 35,53757,+49 224197730,,50.792021,7.176638,St. Augustin,Germany,info.sa@fahrrad-xxl.de
Fahrradhandel Radfinesse Inh. Roger Heise,Haspeler Str. 10,42285,+49 20281512,,51.258429,7.164675,Wuppertal,Germany,laden@radfinesse.de
Fahrradprofis Würzburg,Raiffeisenstr. 3,97080,+49 93112338,,49.798281,9.950508,Würzburg,Germany,ak@fahrradprofis.info
Fahrradies Fahrradfachgeschäft GmbH,Bernburger Str. 25,6108,+49 3452909727,,51.493191,11.966276,Halle,Germany,info@fahrradies-halle.de
Fahrrad Ranzinger,Eichenallee 8,15711,+49 3375293909,,52.294844,13.629885,Königs Wusterhausen,Germany,kontakt@fahrrad-kw.de
Fahrradhof VSF GmbH & Co.KG,Wilhelmshöher Allee 261,34131,+49 561471132,,51.313462,9.44307,Kassel,Germany,buero@fahrradhof.de
Fahrradladen BALANCE GmbH,Kortumstr. 5,44787,+49 23412051,,51.476347,7.216157,Bochum,Germany,email@balance-fahrradladen.de
Freilauf GmbH,Untere Karlstr. 9-11,91054,+49 9131202220,,49.596416,11.006351,Erlangen,Germany,bike@freilauf.de
Feine Räder GmbH,Obernstr. 42,33602,+49 52163811,,52.019783,8.528054,Bielefeld,Germany,bielefeld@feineraeder.de
Feine Räder Regensburg GmbH,Furtmayrstr. 10-12,93053,+49 9417000365,,49.009536,12.103811,Regensburg,Germany,info@feine-raeder.de
HEIGEI / Rehmann Perfektion für das Fahrrad,Am Buchenbaum 38,47051,+49 20323722,,51.431492,6.772097,Duisburg,Germany,heigei.duisburg@t-online.de
KlappRad,Walfischgasse 16,89073,+49 73155212721,,48.399658,9.988627,Ulm,Germany,info@klappradulm.de
Keha-Sport GmbH,Goseriede 1,30159,+49 51116127594,,52.376311,9.731764,Hannover,Germany,verkauf@keha-sport.de
Per Pedale GmbH,Adalbertstr. 5,60486,+49 6970769110,,50.119894,8.649078,Frankfurt,Germany,info@perpedale.de
Rad & Tat Fahrradhandlung GmbH,Waldstr. 58,76133,+49 72122238,,49.007165,8.392478,Karlsruhe,Germany,info@radundtat.net
Räderwerk GmbH,Hainhölzer Str. 13,30159,+49 511717174,,52.381151,9.730835,Hannover,Germany,info@raederwerk.com
Rad am Grün Inh. Christian Wongel,Am Grün 54,35037,+49 64218859780,,50.805139,8.771294,Marburg,Germany,info@radamgruen.de
Rad Welle,Buchheimer Str. 32-34,51063,+49 2216110780,,50.963243,7.001678,Köln,Germany,supa@rad-welle.de
Pro Rad,Friesenstr. 48,30161,+49 511313967,,52.381782,9.749153,Hannover,Germany,info@proradhannover.de
RADieschen & Co.Ulrich Bau,Marie-Curie-Str. 1,79100,+49 7614014435,,47.976711,7.825548,Freiburg,Germany,rad@radieschen-co.de
Radhaus Schauerte,Hildesheimer Str. 53,30169,+49 5118039947,,52.362856,9.748744,Hannover,Germany,info@radhaus-schauerte.de
Radlager Nirala Fahrradladen GmbH,Sechzigstr. 6,50733,+49 221734640,,50.959988,6.949405,Köln,Germany,info@radlager.de
Radsport Radial GmbH,Inselgasse 13,78462,+49 75319423555,,47.66465,9.175668,Konstanz,Germany,mail@radial.de
Speiche RV Zweirad GmbH,Fehrfeld 62,28203,+49 421700331,,53.0732225,8.8241359,Bremen,Germany,kontakt@speiche.de
StadtRad Köln,Bonner Str. 91,50677,+49 221328075,,50.917707,6.960756,Köln,Germany,info@stadtrad-koeln.de
Stadtrad Stuttgart-West GmbH,Gutenbergstr. 45 a,70176,+49 7116567199,,48.772459,9.160883,Stuttgart,Germany,stadtrad@stadtrad-west.de
Fietsen De Geus Berchem,Grote Steenweg 95,2600,+32 32398474,,51.1958028,4.4178469,Antwerpen,Belgium,berchem@fietsendegeus.be
Bikes2fold SARL,5 place Montbrillant,1201,+41 798161989,,46.2096977,6.1403133,Genève,Switzerland,contact@bikes2fold.com
Radlos!,Florastrasse 38,8008,+41 443810726,,47.3614292,8.5518941,Zürich,Switzerland,seefeld@radlos.ch
Velo Winterthur GmbH,Hegistrasse 35B,8404,+41 522382140,,47.50146906,8.753579958,Winterthur,Switzerland,info@velo-winterthur.ch
H.Mohr AG Zwei-Rad Fachgeschäft,Ackeretstrasse 2,8400,+41 522228081,,47.5028698,8.7185156,Winterthur,Switzerland,info@velomohr.ch
Velo Pfiffner AG,Linsebühlstrasse 67,9000,+41 712236262,,47.4250167,9.3833462,St.Gallen,Switzerland,velopfiffner@bluewin.ch
Velofix AG,Birmensdorferstr. 126,8003,+41 444631303,,47.3702657,8.5207006,Zürich,Switzerland,velofix@velofix.ch
Cyclable Tours Nord,13 rue Albert Einstein,37100,+33 247447062,,47.42565,0.70485,Tours,France,tours.nord@cyclable.com
Altavelo Fahrradladen,Bergheimer Str. 101,69115,+49 6221453649,,49.407701,8.681755,Heidelberg,Germany,info@altavelo.de
Balfe’s Bikes - Fulham,584-590 Fulham Road,SW6 5NT,+44 2077311700,,51.4777111,-0.2016523,London,United Kingdom,fulham@balfesbikes.co.uk
En Selle Marcel Saint Germain des Pres,26 Boulevard Raspail,75007,+33 143259842,,48.85384,2.326,Paris,France,esmraspail@ensellemarcel.com
En Selle Marcel Neuilly Sur Seine - La Defense,6 avenue de Madrid,92200,+33 147470429,,48.88466,2.25976,Neuilly Sur Seine,France,esmmadrid@ensellemarcel.com
En Selle Marcel Versailles,Gare de Versailles Chantiers,78000,+33 130211077,,48.79707,2.135551,Versailles,France,versailles@ensellemarcel.com
Mesterbike & Coffee Project,Mester utca 11,1095,+36 12189986,,47.4802812,19.0683297,Budapest,Hungary,info@mesterbike.hu
Kerékvár kerékpárbolt,Hattyú utca 10/c,H-1015,+36 12148814,,47.5074826,19.0273492,Budapest,Hungary,kerekvar@kerekvar.hu
B-SPOKES,83 Joo Chiat Place #01-02 Singapore,427800,+65 69106333,,1.31369,103.901892,Singapore,Singapore,info@b-spokes.co
Bicycle Nation,83 Norwood Rd,SE24 9AA,+44 7796201261,,51.4505851,-0.1026757,London,United Kingdom,info@bicyclenation.co.uk
B.O.C. Bike & Outdoor Company GmbH,Stresemannstraße 13,28207,+49 421432544,,53.07060167,8.8594729,Bremen,Germany,bremen@b-o-c.com
Junik - hpv GmbH,Rollstraße 33,38678,+49 53239632486,,51.801894,10.33780158,Clausthal-Zellerfeld,Germany,info@junik-hpv.de
Biciclos,Calle Pagés del Corro n.87,41010,+34 954333872,,37.38316,-6.004,Sevilla,Spain,biciclos@hotmail.com
Fahrrad-XXL Emporon GmbH & Co. KG,Washington Str. 65,1139,+49 351288580,,51.0679284,13.6898968,Dresden,Germany,kundenservice-emporon@fahrrad-xxl.de
Fahrrad Franz GmbH XXL,Industriestr. 18-20,56218,+49 61557090000,,50.395173,7.529928,Mülheim-Kärlich,Germany,info.mk@fahrrad-xxl.de
Monsieur Pignon Madame Guidon Bordeaux,56 rue Bouquière,33000,+33 987027438,,44.8361506,-0.5697097,Bordeaux,France,bordeaux@monsieurpignonmadameguidon.com
La Biciteka,C/Sant Joaquim 69 local,8302,+34 930019345,,41.5372325,2.4417954,Mataro Barcelona,Spain,info@labiciteka.com
Bike Republic Gent Dampoort,Antwerpsesteenweg 190,9000,+32 92470490,,51.0588944,3.7425863,Gent,Belgium,gent-dampoort@bikerepublic.be
Mammoth Barcelona,Carrer de Roger de Llúria 115,8037,+34 934521616,,41.396192,2.164604,Barcelona,Spain,barcelona.lluria@mammothbikes.com
Radsport Kimmerle,Arndstr. 2,71116,+49 703421221,,48.641631,8.906416,Gärtringen,Germany,frank@radsportkimmerle.de
Feine Räder Magdeburg,Liebknechtstr. 35-37,39108,+49 3918190416,,52.123494,11.611112,Magdeburg,Germany,kontakt@feine-raeder-magdeburg.de
Nich Bike,No.127 Section 2,510,+886 48391280,,23.95636128,120.5758749,Yuanlin,Taiwan (Province Of China),nichbike2001@mail2000.com.tw
Green Point Outdoor,No.171 Section 1,404,+886 422321568,,24.16261763,120.6848976,Taichung,Taiwan (Province Of China),gp.outdoor171@gmail.com
Lane & Trip Taipei,1F No.425,105,+886 227535177,,25.06118375,121.5611696,Taipei,Taiwan (Province Of China),service@lane-trip.com.tw
Lane & Trip Tainan,1F No.142,700,+886 62219938,,23.00063178,120.1923699,Tainan,Taiwan (Province Of China),service142@lane-trip.com.tw
Brompton Junction Melbourne,755 Nicholson Street,3054,+61 384888922,,-37.7816,144.9776,Melbourne,Australia,melbourne@bromptonbikes.com.au
Captain Walker's Bicycles,Shop 17 Manning Arcade,6160,+61 893354321,,-32.0546,115.7471,Fremantle,Australia,thecaptain@captainwalkersbicycles.com.au
Pushys Fyshwick,79 Collie Street,2609,+61 262804984,,-35.3301,149.1797,Canberra,Australia,fyshwick@pushys.com.au
My Ride Hobart,129 Sandy Bay Road,7005,+61 362120327,,-42.8931,147.3255,Sandy Bay,Australia,hobart@myride.com.au
Treadly Bike Shop,23 Mattingley Lane,5067,+61 882320158,,-34.9178,138.6266,Adelaide,Australia,info@treadlybikeshop.com.au
Omafiets,278-282 Mitchell Road,2016,+61 280144228,,-33.9051,151.1897,Sydney,Australia,contact@omafiets.com.au
Metro Cycles,2 Bellevue Street,2302,+61 249621060,,-32.9256,151.7617,Newcastle,Australia,sales@metrocycles.com.au
Epic Cycles,81 Baroona Road,4064,+61 733682324,,-27.4665,153.0009,Brisbane,Australia,info@epiccycles.com.au
Perth Electric Bike Centre,3a/4 King Edward Road,6017,+61 861617131,,-31.9036,115.8051,Perth,Australia,info@perthelectricbikecentre.com.au
Auto Focus Bike Center,Hiway Duterte corner Good Shepherd Rd.,6000,+63 322553392,,10.31272535,123.8776838,Cebu City,Philippines,autofocus_bikecenter@yahoo.com
Warlito's Bikestop Cycling Shop,Purok 1 Hechanova St.,6100,+63 344314495,,10.66577495,123.034461,Bacolod City,Philippines,jabereber@yahoo.com
